082604901,Mengapa Allah melarang merendahkan orang lain?,Semua jawapan adalah benar,Kerana Allah tidak suka dengan orang yang merendahkan,Kerana orang yang direndahkan mungkin lebih baik di sisi Allah,Kerana itu akan memecah belah umat
092604901,Apakah akibat daripada memberi gelaran yang buruk kepada orang lain?,Orang tersebut menjadi fasik,Orang tersebut kehilangan rahmat Allah,Orang tersebut mendapat kemuliaan di sisi Allah,Semua jawapan adalah benar
102604901,Apa yang Allah tegaskan berkait dengan hubungan antara mukmin?,Mukmin harus menjaga persaudaraan dan perdamaian di antara mereka,Mukmin tidak harus saling menolong dalam kebaikan,Mukmin harus bersaing untuk menunjukkan keunggulan individu,Mukmin harus mendekati perselisihan dan konflik
012605001,Mengapa Allah bersumpah dengan Al-Quran pada ayat 1 Surah Qaf?,Kerana Al-Quran adalah kitab yang mulia di sisi Allah,Kerana Al-Quran adalah kitab yang diturunkan kepada Nabi Muhammad,Kerana Al-Quran adalah kitab yang paling banyak dibaca oleh umat Islam,Kerana Al-Quran adalah kitab yang paling tua di dunia
022605001,Apakah tanggapan orang-orang kafir di Mekah terhadap datangnya seorang pemberi peringatan?,Mereka terkejut dan merasa ajaib,Mereka menyambutnya dengan gembira,Mereka menerima pemberi peringatan dengan tangan terbuka,Mereka tidak memberikan perhatian kepada pemberi peringatan
032605001,Mengapa orang-orang kafir di Mekah menolak kebangkitan semula?,Mereka menganggap kebangkitan semula sebagai hal yang mustahil,Mereka percaya bahwa tubuh manusia tidak dapat dipulihkan setelah menjadi tanah,Mereka tidak memiliki keyakinan pada kuasa Allah,Mereka mengira bahwa kehidupan setelah kematian tidak ada
042605001,"Apakah makna ""Bahij"" dalam ayat 7 Surah Qaf?",Sesuatu yang indah dipandang mata,Sesuatu yang gelap,Sesuatu yang berbau wangi,Sesuatu yang berwarna-warni
052605001,Di manakah Kaum Tubba' berasal?,Yaman,Mekah,Mesir,Iraq
062605001,Siapakah Rasul yang diutus kepada penduduk Madyan?,Nabi Syu'aib,Nabi Luth,Nabi Nuh,Nabi Isa
072605001,Apa yang terjadi pada manusia setelah mereka meninggal?,Mereka akan dibangkitkan untuk dihisab,Mereka tidak akan diminta pertanggungjawaban atas tindakan mereka,Mereka akan kembali ke dunia dan hidup semula,Mereka akan masuk ke dalam alam mimpi
082605001,Apakah tujuan diciptakannya langit dan bumi menurut ayat 21 Surah Qaf?,Untuk dijadikan saksi atas perbuatan manusia,Untuk memberikan keindahan alam semesta,Untuk memberikan tempat tinggal kepada makhluk Allah,Untuk menentukan takdir manusia
092605001,Siapakah yang disebutkan dalam ayat 24 Surah Qaf sebagai pemimpin-pemimpin yang menolak kebenaran?,Golongan kaya dan berkuasa,Nabi-nabi palsu,Malaikat yang memberi peringatan,Orang-orang yang beriman
102605001,Siapakah malaikat yang mencatat segala amalan manusia?,Malaikat Raqib Atid,Malaikat Mikail,Malaikat Jibril,Malaikat Israfil
012605101,Apakah tujuan penciptaan manusia?,Untuk menyembah Allah,Untuk menyembah malaikat,Untuk mencari rezeki yang melimpah,Untuk mengikut hawa nafsu
022605101,Apakah peristiwa besar yang dijanjikan oleh Allah pada ayat 18 dari Surah Adh-Dhariyat?,Kebangkitan setelah kematian,Penemuan harta karun yang besar,Kemunculan imam yang adil,Turunnya hujan yang melimpah
032605101,Apa tindakan orang-orang yang tidak percaya kepada Hari Kiamat?,Mengingkari tanda-tanda kebesaran Allah,Mencari ilmu,Berusaha memperbaiki kehidupan di dunia,Mengingat dan bersyukur kepada Allah
042605101,Apa yang akan dialami oleh orang-orang yang tidak percaya kepada Hari Kiamat?,Mereka akan menyesal,Mereka akan dihormati,Mereka akan terus hidup selamanya,Mereka akan menerima balasan yang setimpal
052605101,Siapakah yang akan datang untuk menemui orang-orang yang mengingkari hari kiamat?,Malaikat,Rasul,Orang Mukmin,Iblis
062605101,Apakah tanda-tanda kedatangan hari kiamat?,Semua jawapan adalah benar,Kejatuhan bintang-bintang,Kehancuran bangsa-bangsa terdahulu,Timbulnya fitnah dan kerosakan di muka bumi
072605101,Apa yang menjadi tugas para malaikat pada hari kiamat?,Menghisab amal manusia,Mencabut nyawa orang-orang beriman,Membawa berita gembira kepada orang Mukmin,Memberikan hukuman kepada orang-orang kafir
082605101,Mengapa Nabi Ibrahim merasakan ketakutan ketika para tetamu tidak makan?,Kerana dia mengira mereka adalah pembunuh yang datang untuk membunuhnya,Kerana dia tidak mengenal mereka,Kerana dia merasa terganggu dengan kedatangan mereka,Kerana dia merasa tidak mampu menyediakan makanan yang mencukupi
092605101,Apa jawapan para malaikat ketika Nabi Ibrahim meminta penjelasan tentang ketidakmakanan mereka?,Mereka mengatakan mereka adalah para malaikat,Mereka mengatakan mereka tidak suka makanan tersebut,Mereka mengatakan mereka adalah pembunuh upahan,Mereka tidak memberikan jawapan
102605101,Apa jawapan para malaikat terhadap keraguan Sarah tentang kemungkinan melahirkan anak?,Mereka mengatakan bahawa Tuhan mereka menjanjikan kelahiran anak kepadanya,Mereka mengatakan bahawa Sarah tidak layak untuk mendapat anak,Mereka mengatakan bahawa Sarah harus bersabar dengan takdirnya,Mereka mengatakan bahawa Sarah perlu melakukan lebih banyak amalan kebajikan
012705201,Apa yang menjadi objek sumpah pertama Allah dalam Surah At-Tur?, Gunung Thur, Kaabah di langit, Kitab Taurat, Langit yang tinggi
022705201,"Sumpah Allah dengan ""Baitul Ma'mur"" merujuk kepada apa?", Kaabah di langit, Kaabah di Mekah, Masjidil Haram, Masjid Nabawi
032705201,Laut yang disebutkan dalam ayat enam mengandungi apa?, Air yang berputar-putar, Air panas, Api di dasar laut, Api yang menyala-nyala
042705201,Apakah yang akan terjadi kepada gunung ketika hari kiamat sedang mendekati?, Mereka akan berjalan, Mereka akan hancur, Mereka akan menyembah Allah, Mereka akan mengeluarkan api
052705201,Apakah tuduhan yang dilemparkan oleh musyrikin Mekah kepada Nabi Muhammad?, Bahawa baginda adalah seorang penyair, Bahawa baginda adalah seorang nabi palsu, Bahawa baginda adalah seorang pedagang kaya, Bahawa baginda adalah seorang tabib terkenal
062705201,Apakah yang Allah janjikan kepada orang-orang yang beriman dan keturunan mereka?, Hubungan yang rapat antara keturunan dan leluhur mereka, Pahala yang lebih tinggi dari amalan mereka, Kekayaan dan kemewahan di dunia, Pertolongan dari Allah dalam kesukaran
072705201,Apa yang Allah janjikan kepada orang-orang yang bertaqwa?, Syurga dan kenikmatan, Makanan dan minuman yang lazat, Duri dan kesengsaraan, Neraka yang menyala-nyala
082705201,Apakah yang akan menemani ahli syurga?, Bidadari yang cantik, Jin dan syaitan, Malaikat penjaga syurga, Para nabi dan rasul
092705201,Apa yang akan menjadi hiburan bagi ahli syurga di akhirat?, Perbualan dengan ahli syurga yang lain, Makanan dan minuman yang lazat, Perbualan dengan Allah SWT, Menyaksikan siksaan ahli neraka
102705201,Bagaimanakah wajah ahli syurga di akhirat?, Bercahaya dan berseri, Buram dan suram, Terbakar oleh api neraka, Gelap dan kelam
012705301,Apa maksud An-Najm?, Surah Bintang, Surah Matahari, Surah Bulan, Surah Bumi
022705301,Siapakah yang memberikan wahyu kepada Nabi Muhammad SAW?, Jibril (AS), Malaikat Mikail (AS), Malaikat Israfil (AS), Malaikat Azrail (AS)
032705301,Apa yang dikatakan Nabi Muhammad SAW tentang wahyu yang diterimanya?, Ia adalah wahyu dari Allah, Ia adalah khayalan, Ia adalah rekaan manusia, Ia adalah ilusi
042705301,Apa yang dilakukan Jibril ketika memberikan wahyu kepada Nabi Muhammad SAW?, Jibril menyampaikan wahyu tersebut secara bisikan, Jibril menulis wahyu tersebut, Jibril membacakan wahyu tersebut, Jibril menyampaikan wahyu tersebut melalui mimpi
052705301,Apakah reaksi Nabi Muhammad SAW apabila berjumpa dengan Malaikat Jibril?, Ketakutan, Terkejut, Terkejut, Gembira
062705301,Di manakah terletaknya Sidratul Muntaha?, Di sempadan antara langit ketujuh dan Arasy, Di langit ketujuh, Di tengah-tengah langit, Di sisi langit keempat
072705301,Mengapa Jibril perlu berdekatan dengan Nabi Muhammad dalam peristiwa Mi'raj?," Kerana semakin dekat, semakin mudah untuk menyampaikan sesuatu", Kerana Nabi Muhammad tidak dapat melihat Jibril dari jauh, Kerana Nabi Muhammad meminta Jibril untuk mendekat, Kerana Jibril ingin menunjukkan kekuasaannya kepada Nabi Muhamma
082705301,Apakah salah faham yang diutarakan oleh Musyrikin Mekah tentang malaikat?, Mereka menganggap malaikat adalah anak perempuan Allah, Mereka menganggap malaikat adalah anak lelaki Allah, Mereka menganggap malaikat adalah anak lelaki Allah, Mereka menganggap malaikat adalah makhluk yang setara dengan manusi
092705301,Mengapa bangsa Arab amat suka mendapat anak lelaki?, Kerana anak lelaki boleh membantu keluarga dalam pelbagai situasi, Kerana mereka tidak suka anak perempuan, Kerana mereka percaya anak lelaki adalah pilihan Allah, Kerana anak lelaki dianggap lebih cemerlang daripada anak perempuan
102705301,Mengapa ayat-ayat Al-Quran menekankan bahawa berhala-berhala itu hanyalah rekaan manusia?, Untuk menunjukkan bahawa berhala-berhala tidak mempunyai daya atau kuas, Untuk mengingatkan manusia tentang kekuasaan Allah sebagai pencipta, Untuk menekankan bahawa berhala-berhala tidak boleh memberi syafaat, Untuk menunjukkan bahawa berhala-berhala itu tidak dapat diukur dengan kebenaran
012705401,"Apakah maksud perkataan ""al-Qamar"" dalam ayat pertama Surah al-Qamar?", Bulan, Matahari, Bintang, Langit
022705401,Apakah tanda mukjizat yang disebutkan dalam Surah al-Qamar?, Bulan terbelah menjadi dua, Angin ribut yang menghancurkan kota, Air yang berubah menjadi darah, Bumi yang terbelah membuka jurang
032705401,Mengapa Allah mengingatkan umat manusia tentang kejadian bulan terbelah dalam Surah al-Qamar?, Untuk menunjukkan kekuasaan dan mukjizat-Nya kepada manusia, Sebagai tanda hari kiamat yang semakin dekat, Untuk mengancam orang-orang yang kafir, Agar manusia bertaubat dari dosa-dosa mereka
042705401,Apakah reaksi orang-orang kafir terhadap mukjizat bulan terbelah yang ditunjukkan oleh Nabi Muhammad?, Mereka mengatakan itu hanya sihir belaka, Mereka menyembah bulan sebagai tuhan mereka, Mereka bertaubat dan memeluk agama Islam, Mereka berusaha menemukan penjelasan ilmiah
052705401,Siapakah yang membunuh unta tersebut atas permintaan kaum Tsamud?,Kudar Ibn Salif, Nabi Saleh, Nabi Musa, Nabi Ibrahim
062705401,Apa yang dihantar oleh Allah kepada kaum Tsamud sebagai ujian?, Seekor unta betina, Angin ribut, Hujan lebat, Gempa bumi
072705401,Apakah yang harus dibagi bersama antara unta dan kaum Tsamud?, Air, Makanan, Harta benda, Tanah
082705401,Apakah kesan jika kaum Tsamud mengganggu unta betina yang diutuskan sebagai mukjizat?, Mereka akan ditimpa dengan azab yang berat, Mereka akan dimurkai oleh Nabi Saleh, Mereka akan menerima pahala besar, Mereka akan dijadikan sebagai ketua kaum Tsamud yang baru
092705401,Mengapa kaum Tsamud menolak peringatan dan amaran yang dibawa oleh Nabi Saleh?, Mereka menganggap Nabi Saleh sebagai seorang pendusta, Mereka menganggap peringatan itu tidak penting, Mereka menganggap unta yang dikeluarkan oleh Nabi Saleh tidak cukup besar, Mereka merasa tidak memerlukan bimbingan dari Allah
102705401,Apakah perumpamaan yang digunakan Allah untuk menjelaskan azab kekuatan angin?, Perumpamaan pohon yang tumbang, Perumpamaan air yang mengalir, Perumpamaan ranting-ranting kering, Perumpamaan burung yang terbang
012705501,Apakah tanda-tanda yang akan menunjukkan orang-orang yang berdosa di hari kiamat?, Mereka akan dikenal dengan tanda-tandanya dan dipegang dari atas kepala dan kakiny, Mereka akan dipanggil secara terang-terangan oleh Allah., Mereka akan memperoleh keamanan dari segala aza, Mereka akan melarikan diri dan menyembunyikan diri dari penghakiman Allah.
022705501,"Mengapa pada hari kiamat, tidak ada sesiapa pun yang akan ditanya tentang dosanya?", Kerana Allah lebih mengetahui tentang dosa-dosa mereka daripada mereka sendiri., Kerana mereka akan terlalu takut untuk menjawa, Kerana mereka sudah menerima ampunan Allah sebelumny, Kerana mereka akan dikenal dengan tanda-tandanya tanpa perlu ditany
032705501,Apakah yang akan terjadi kepada orang-orang yang berdosa pada hari kiamat?, Mereka akan dikenal dengan tanda-tandanya dan dipegang dari atas kepala dan kakiny, Mereka akan diberi pengampunan dan masuk syurg, Mereka akan diberi kesempatan untuk mempertahankan diri merek, Mereka akan diselamatkan dari segala aza
042705501,Apakah yang terjadi ketika langit pecah-belah pada Hari Kiamat?, Langit akan menjadi merah mawar berkilat., Langit akan menjadi hitam legam., Langit akan memancarkan cahaya yang terang benderang., Langit akan mengeluarkan bunyi gemuruh yang menakutkan.
052705501,Apa yang menjadi perbezaan utama antara kedua-dua jenis syurga yang disebutkan dalam Surah Ar-Rahman?," Satu dihiasi dengan mutiara dan intan, satu lagi dihiasi dengan emas dan permata", Kedua-duanya tidak mempunyai perbezaan, Satu adalah untuk manusia dan satu adalah untuk jin, Satu penuh dengan berbagai buah-buahan dan satu penuh dengan kebun-kebun
062705501,Apakah yang menjadi pakaian penghuni syurga?, Kain sutera, Kain nilon,belacu, Kain brokat
072705501,Apa yang menjadi makanan utama di syurga untuk penghuni kedua-dua jenis syurga?, Anggur dan delima, Kurma dan zaitun, Pisang dan epal, Buah tin dan ara
082705501,Apakah yang menjadi syarat untuk mendapatkan tempat di syurga?, Ketaatan kepada Allah, Kekayaan, Keturunan yang mulia, Kekuasaan
092705501,"Apakah yang dimaksudkan dengan ""bidadari yang pandangannya tertumpu""?", Bidadari yang memandang kepada tuannya sahaja, Bidadari yang hanya memandang kepada manusia, Bidadari yang hanya memandang kepada jin, Bidadari yang memandang kepada segala sesuatu kecuali manusia
102705501,Apakah keadaan syurga yang disebutkan dalam surah Ar-Rahman ini?, Menghijau subur tanamannya, Cahaya yang menyilaukan, Penuh dengan kegelapan, Terik matahari yang menyengat
012705601,"Siapakah golongan yang disebutkan sebagai ""Golongan kanan"" dalam Surah Al-Waqiah?", Orang-orang yang beriman dan beramal soleh, Orang-orang yang terdahulu, Orang-orang yang zalim, Orang-orang yang sembahyang sambil lewa
022705601,"Golongan manakah yang disebutkan sebagai ""Golongan kiri"" dalam Surah Al-Waqiah?", Orang-orang munafik, Orang-orang yang beriman dan beramal soleh, Orang-orang yang zalim, Orang-orang yang khusyuk dalam sembahyang
032705601,Apakah yang akan mereka alami di dalam neraka sebagai balasan atas perbuatan mereka?, Air mendidih dan nanah, Naungan dan buah-buahan yang lezat, Pahala syurga, Ampunan dari Allah
042705601,Apa yang akan diberikan kepada para penghuni syurga oleh Allah SWT?, Semua di atas adalah betul., Makanan yang berlimpah ruah., Pakaian dari suter, Pakaian dari suter
052705601,Apakah yang dinyatakan tentang kemuliaan para penghuni syurga?, Mereka duduk di atas kerusi yang indah., Mereka dilindungi dari terik matahari., Mereka diberikan buah-buahan yang lezat., Mereka berada dalam lingkungan yang harmoni.
062705601,Bagaimana reaksi penghuni syurga terhadap arak yang mereka minum?, Mereka tidak merasa pening kepala dan tidak mabuk, Mereka merasa pening kepala, Mereka merasa mabuk, Mereka mengalami gangguan pencernaan
072705601,Siapakah yang akan diberi kitab amalnya di tangan kanannya di hari kiamat?, Golongan yang beriman, Golongan yang kafir, Golongan yang munafik, Golongan yang fasik
082705601,Apakah yang akan diberikan kepada golongan kanan sebagai rezeki di Syurga?, Segala yang mereka kehendaki dan memint, Makanan dan minuman yang tiada tandinganny, Harta yang melimpah ruah., Pakaian yang indah.
092705601,Mengapa manusia tidak dapat melihat malaikat yang dekat dengan orang yang sedang nazak?, Manusia tidak dapat melihat hal-hal ghaib, Malaikat berada di dimensi lain, Manusia tidak percaya pada keberadaan malaikat, Malaikat bersembunyi dari pandangan manusia
102705601,"Apa yang terjadi ketika ""roh seseorang dari kamu yang hampir mati sampai ke kerongkongnya""?", Orang tersebut mengalami sakaratul maut., Orang tersebut mendengar perbualan para malaikat., Orang tersebut berdoa kepada Allah untuk kesembuhan., Orang tersebut berbicara dengan ahli keluarganya yang ada di sekelilingny
012705701,Mengapa Allah memberikan keampunan dan pahala kepada orang-orang yang beriman dan beramal soleh?, Kerana Allah Maha Pengampun dan Pemurah, Kerana mereka tidak melakukan dosa, Kerana mereka telah membayar zakat dengan sempurna, Kerana mereka telah menolong orang miskin dengan banyak
022705701,Apa yang menjadi tugas Rasulullah dan para pemimpin yang diberi kepercayaan?, Menunjukkan jalan yang benar, Memberi peluang kepada orang lain, Membuat peraturan yang sesuai, Membangun kekayaan pribadi
032705701,Apakah yang diterangkan mengenai keadaan orang-orang munafik?, Mereka berpura-pura beriman tetapi hati mereka kaku, Mereka berlaku adil dalam segala urusan, Mereka tidak memikirkan ganjaran dari Allah, Mereka terlalu takut untuk berdepan dengan ujian
042705701,Apa yang akan menjadi balasan bagi orang-orang munafik di akhirat?, Mereka akan disiksa dengan azab neraka, Mereka akan diberikan nikmat syurga, Mereka akan hidup dalam kebahagiaan selama-lamanya, Mereka akan mendapat kedudukan tinggi di sisi Allah
052705701,"Apakah yang dimaksudkan dengan ""waktu telah berlalu lama atas mereka""?", Masa mereka di dunia, Masa menunggu hari kiamat, Masa mereka hidup di akhirat, Masa pembelajaran mereka
062705701,Berikut merupakan sebab hati orang fasik menjadi keras kecuali:, Khusyuk dalam sembahyang, Mereka terlalu mementingkan diri sendiri, Mereka lalai dalam beribadah, Mereka terlalu sibuk dengan urusan dunia
072705701,Apakah akibatnya bagi orang-orang yang hatinya menjadi keras terhadap wahyu Allah?, Mereka tetap dalam kegelapan, Mereka mendapat hidayah, Mereka masuk syurga, Mereka menjadi nabi
082705701,Apakah yang akan dilipatgandakan oleh Allah kepada orang-orang yang bersedekah?,Pahala mereka, Harta mereka, Umur mereka, Kesusahan mereka
092705701,Mengapa Allah memberikan musibah kepada kita?, Untuk menguji ketabahan dan keimanan kit, Sebagai hukuman bagi dosa-dosa yang telah dilakukan., Untuk memberikan ganjaran kepada orang-orang yang beriman., Kerana Allah tidak menyukai orang yang berbangga dan sombong.
102705701,Apa yang disebutkan sebagai salah satu alasan untuk berinfak?, Agar harta kita tidak musnah., Untuk mendapatkan kekayaan yang lebih besar., Untuk menghindari musibah yang ditakdirkan oleh Allah., Untuk mendapatkan pengampunan dan rahmat Allah.
012805801,Apakah maksud Zihar?, Menyamakan isteri dengan ibu angkat, Meninggalkan solat, Melarang isteri keluar rumah, Mengkategorikan isteri sebagai ibu
022805801,Apakah hukum Zihar menurut Islam?, Haram, Dibenarkan, Makruh, Harus
032805801,Apakah hukuman bagi orang yang melakukan Zihar terhadap isterinya?, Memberi kafarat,Berpuasa, Memberi sedekah, Menikahi perempuan lain
042805801,Apakah kafarat yang dikenakan kepada orang yang melakukan Zihar?, Berpuasa selama 60 hari berturut-turut, Menebus dengan harta, Memberi makan kepada orang miskin, Membaca Quran 100 kali
052805801,Apakah amalan yang ditekankan kepada orang-orang beriman dalam Surah Mujaadilah?, Berbicara tentang kebajikan dan takwa, Mengadakan perbincangan rahsia, Membuat dosa dan permusuhan, Menentang Rasulullah
062805801,"Apa yang dimaksudkan dengan ""najwa"" dalam Surah Al-Mujaadilah?", Perhimpunan rahsia, Kebijaksanaan,Persetujuan, Kehormatan
072805801,Perhimpunan rahsia dianggap daripada syaitan kerana:, Syaitan ingin menyebarkan fitnah dan keburukan di kalangan manusi, Syaitan mempengaruhi manusia untuk melakukan tindakan yang tidak bermanfaat., Syaitan berusaha menghalang orang-orang beriman dari melakukan kebaikan., Syaitan ingin menyebabkan keraguan dan kebimbangan dalam kalangan umat manusi
082805801,Apa hikmah di sebalik perintah berdiri untuk memberi ruang kepada orang lain?, Meninggikan darjat orang beriman, Memuliakan orang kaya, Menghormati orang berilmu, Menunjukkan kelemahan manusia
092805801,Mengapa golongan munafik menjadikan sumpah-sumpah mereka sebagai perisai?, Supaya mereka tidak dibunuh sebagai kafir harbi., Untuk menyembunyikan niat jahat merek, Agar mereka selamat dari pengawasan orang-orang Islam., Untuk menunjukkan keikhlasan mereka dalam kebaikan.
102805801,Apa akibat dari pengaruh syaitan terhadap golongan munafik?, Mereka lupa akan kepentingan agama dan akhirat., Mereka menjadi lebih kuat dalam iman., Mereka mendapat keuntungan dunia yang besar., Mereka menjadi pemimpin yang adil dalam masyarakat.
012805901,Apakah hikmah dibalik pengusiran Bani Nadhir?, Allah memberi mereka peluang untuk bertaubat, Kekuatan mereka telah dihancurkan, Mereka telah menerima hukuman langsung dari Allah, Mereka telah menang dalam pertempuran
022805901,Mengapa Bani Nadhir keluar dari kubu mereka?, Allah melemparkan ketakutan dalam hati mereka, Kerana kekuatan tentera Islam terlalu besar, Kerana mereka ditakuti oleh umat Islam, Mereka keluar secara sukarela
032805901,Apa yang berlaku kepada rumah-rumah Bani Nadhir ketika mereka keluar dari kubu?, Mereka dimusnahkan oleh Bani Nadhir sendiri, Mereka ditinggalkan dalam keadaan baik, Mereka dibakar oleh tentera Islam, Mereka menjadi tempat perlindungan bagi tentera Islam
042805901,Apa hukuman yang dijanjikan kepada Bani Nadhir di akhirat?, Mereka akan menerima azab neraka, Mereka akan diberi balasan yang lembut, Mereka akan diberi tempat tinggal yang baru, Mereka akan diampuni oleh Allah
052805901,Apakah tindakan yang diambil oleh puak Ansar terhadap Nabi Muhammad SAW dan orang-orang Muhajirin?, Mereka menyambut mereka dengan tangan terbuka, Mereka menolak dan mengusir mereka, Mereka menuntut pembayaran untuk perlindungan mereka, Mereka menghindari pertemuan dengan mereka
062805901,Apakah yang Allah janjikan kepada puak Ansar dalam ayat 7-9 Surah Al-Hashr?, Kasih sayang dan rahmat Allah, Kekayaan dan harta benda, Kuasa dan kekuatan, Kekalahan musuh
072805901,Apakah yang menjadi keistimewaan puak Ansar menurut ayat 8 Surah Al-Hashr?, Mereka bersedia mengorbankan nyawa untuk agama Allah, Mereka memiliki harta yang banyak, Mereka berjaya menundukkan musuh dengan kekuatan fizikal, Mereka mendapat sokongan daripada bangsa lain
082805901,Apakah peristiwa yang disebut dalam ayat 9 Surah Al-Hashr yang menggambarkan keberanian dan kesetiaan puak Ansar?, Peristiwa penaklukan Makkah, Peristiwa penaklukan Madinah, Peristiwa perang Badar, Peristiwa perang Uhud
092805901,Apa yang Allah sebutkan dalam ayat 11 Surah Al-Hashr berkaitan harta?, Harta sebagai ujian, Harta sebagai perhiasan, Harta sebagai bala, Harta sebagai anugerah
102805901,Apa yang Allah berikan kepada orang-orang Muhajirin dan Ansar yang keluar dari rumah mereka dan menolong Rasulullah SAW?, Syurga, Kekayaan, Kedudukan,Rahmat
012805801,Apa yang dilarang oleh Allah kepada orang-orang mukmin dalam Surah Mumtahanah?, Bersekutu dengan musuh, Berkongsi rahsia dengan musuh, Memberi bantuan kepada musuh, Menyembunyikan iman dari musuh
022805801,Apakah amaran yang diberikan kepada orang-orang mukmin mengenai kesetiaan orang-orang musyrik kepada Allah?, Mereka akan menjadi musuh jika bersekutu dengan musuh Allah, Mereka akan diampuni, Mereka akan dijadikan pemimpin, Mereka akan disayangi oleh Allah
032805801,Apa yang ingin dicapai oleh golongan kafir dengan bertindak menyakiti orang mukmin?, Mereka ingin menghancurkan kekuatan orang mukmin, Mereka ingin menunjukkan kasih sayang kepada orang mukmin, Mereka ingin orang mukmin berbuat baik kepada mereka, Mereka ingin mempererat hubungan dengan orang mukmin
042805801,Siapakah yang Allah larang untuk berkawan?, Orang-orang kafir Harbi yang memerangi Islam, Orang-orang kafir yang tidak memusuhi Islam, Orang-orang kafir Dzimmi dan Mu'ahad, Orang-orang kafir Musta'man
052805801,Apakah yang Allah perintahkan umat Islam lakukan terhadap orang bukan Muslim yang tidak memusuhi atau menyerang umat Islam?, Berlaku adil dan berbuat baik kepada merek, Memusuhi mereka dengan keras., Mengusir mereka dari negeri Islam., Mengikut undang-undang negara Islam tanpa berkawan dengan merek
062805801,Apa yang Allah perintahkan untuk dilakukan kepada orang-orang musyrik yang memerangi kaum Muslimin?, Memerangi mereka secara tegas., Menerima mereka dalam komuniti Muslim., Memberikan perlindungan kepada merek, Mengampuni mereka sepenuhny
072805801,Apakah yang Allah perintahkan kepada orang-orang beriman mengenai anak-anak yatim yang mereka pelihara?, Memberikan mereka kasih sayang dan perlindungan., Membenci dan mengasingkan merek, Memanfaatkan mereka untuk kepentingan peribadi., Membuang mereka dari komuniti Muslim.
082805801,Apa tindakan yang diperintahkan Allah jika wanita tersebut terbukti beriman?, Biarkan mereka di tempat hijrah, Kembalikan mereka kepada orang-orang musyrik, Tangguhkan hukuman mereka, Berikan mereka pilihan untuk kembali kepada agama asal mereka
092805801,Apa yang dilakukan terhadap wanita yang terbukti tidak beriman?, Dipulangkan kepada orang-orang musyrik, Dipenjarakan, Disuruh kembali kepada suami mereka, Diberikan pilihan untuk memilih agama mereka
102805801,Apakah syarat-syarat yang perlu dipenuhi oleh wanita yang hijrah ke Madinah agar diterima oleh Rasulullah SAW?, Bersumpah untuk tidak melakukan perbuatan dosa, Menyerah kepada musuh, Berzina, Mencuri harta
012805801,Apakah hukum bagi orang-orang yang berbicara tentang jihad tetapi tidak bersedia untuk berjihad ketika syariat jihad diberikan?, Mereka dianggap munafik, Mereka dipuji oleh Allah, Mereka diberikan pahala tanpa berjihad, Mereka diampuni dosa-dosa mereka
022805801,"Apa yang dimaksudkan dengan ""seakan-akan mereka seperti suatu bangunan yang tersusun kukuh"" dalam ayat ke-4 Surah Saff?“Sesungguhnya Allah menyukai orang-orang yang berperang di jalan-Nya dalam barisan yang teratur seakan-akan mereka seperti suatu bangunan yang tersusun kukuh.”", Mereka memiliki disiplin yang kuat, Mereka bergabung secara longgar, Mereka bergerak secara bebas, Mereka tidak mempunyai koordinasi yang baik
032805801,"Apakah makna perkataan ""Saff"" dalam Surah Saff?", Barisan, Perdamaian, Penjagaan, Keharmonian
042805801,Apa yang menjadi tujuan Allah menyuruh Nabi-Nya dan para pengikutnya berjuang di jalan-Nya?, Untuk mendirikan agama-Nya dengan sempurna, Untuk mencari kekayaan, Untuk memperoleh kehormatan dunia, Untuk mendapatkan kekuasaan politik
052805801,"Apakah yang dimaksudkan dengan ""din""?", Agama, Politik, Budaya, Ekonomi
062805801,Siapakah yang dianggap sebagai sekutu atau penolong bagi orang-orang yang beriman?, Allah dan Rasul-Nya serta orang-orang yang beriman, Para penguasa dunia, Orang-orang kafir, Orang-orang munafik
072805801,Apa yang Allah janjikan kepada orang-orang yang beriman serta mengamalkan kebaikan?, Syurga yang luas, Kekayaan dunia, Keselamatan mutlak, Kekalahan musuh-musuh
082805801,Apakah yang diberikan oleh Allah kepada Nabi Isa s?, Injil, Zabur, Taurat, Quran
092805801,Siapakah Nabi yang disebutkan oleh Nabi Isa s. sebagai Nabi pada akhir zaman?, Nabi Muhammad (s.w.), Nabi Musa (s.), Nabi Ibrahim (s.), Nabi Isa (s.)
102805801,"Apa yang dimaksudkan dengan ""berjihad di jalan Allah""?", Mengorbankan harta dan jiwa untuk kepentingan agama, Melakukan perang fisik untuk mempertahankan agama, Melakukan perjalanan ke tempat-tempat suci, Menjadi imam dalam ibadah berjamaah
012805801,Apakah tujuan utama di balik diutusnya Rasulullah SAW?, Untuk memberikan petunjuk kepada manusia, Untuk menakluki wilayah baru, Untuk memperoleh kekayaan dunia, Untuk mencari kekuasaan politik
022805801,Apakah yang dinyatakan tentang orang-orang yang mendapat hidayah setelah mengetahui kebenaran?, Mereka bersukacita dengan nikmat hidayah yang diberikan, Mereka menjadi sombong, Mereka memperoleh kekayaan dunia, Mereka melupakan ajaran Islam
032805801,Apakah tujuan utama solat Jumaat menurut Surah Al-Jumu'ah?, Memberikan kesempatan untuk bersatu dalam ibadah, Memperkukuhkan jalinan silaturahim, Mengikat ikatan persaudaraan umat Islam, Mengingatkan umat Islam tentang kewajiban ibadah
